,product,price_coefficient,product_desc
5205,291050,8.329100908608583,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers: with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, endrin (ISO)"
1393,510539,8.284460758181142,"Hair: fine animal hair, carded or combed, other than of kashmir (cashmere) goats"
5309,20751,8.28438785154227,"Meat and edible offal: of geese, not cut in pieces, fresh or chilled"
1958,520911,8.164965773793082,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2"
2237,30749,8.08992153385613,"Molluscs: cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
2467,30345,8.073948401360248,"Fish: frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
2647,30771,8.001847837992536,"Molluscs: clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
2823,100640,7.994517562498759,"Cereals: rice, broken"
3867,260900,7.971413940568923,Tin ores and concentrates
1191,240130,7.914585953187346,Tobacco refuse
1337,680229,7.905256112302474,"Stone: monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface"
4251,292149,7.846069398748282,Amine-function compounds: aromatic monoamines and their derivatives: salts thereof: n.e.c. in item no. 2921.4
3148,281530,7.71455800601184,Peroxides of sodium or potassium
5251,750120,7.676234115042694,Nickel: oxide sinters and other intermediate products of nickel metallurgy
5152,711039,7.643113362664191,"Metals: rhodium, semi-manufactured"
2646,30742,7.630591001089805,"Molluscs: cuttle fish and squid, whether in shell or not, live, fresh or chilled"
3138,100610,7.592635313360125,Cereals: rice in the husk (paddy or rough)
2036,220510,7.47234339543711,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less"
4719,580121,7.458632385330736,"Fabrics: woven pile, of cotton, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806"
4244,30329,7.377744710214478,"Fish: frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
5312,510330,7.365298713075773,"Wool and hair: waste of coarse animal hair, including yarn waste, but excluding garnetted stock"
5112,290372,7.339143744262038,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens: dichlorotrifluoroethane
5321,290393,7.302349416473161,Halogenated derivatives of aromatic hydrocarbons: pentachlorobenzene (ISO)
2720,521011,7.2705414699429,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less"
1207,410510,7.266597797751057,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared, in the wet state (including wet-blue)"
3257,310290,7.201833642657851,"Fertilizers, mineral or chemical: nitrogenous, other kinds including mixtures not specified in the foregoing subheadings"
4512,580211,7.170399089868245,"Fabrics: terry towelling and similar woven terry fabrics, of cotton, unbleached, excluding narrow fabrics of heading no. 5806"
3450,843142,7.131872936919639,Machinery parts: bulldozer or angledozer blades
4138,520541,7.05823939219907,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale"
1681,80529,7.03464757928138,"Fruit, edible: tangelos, wilkings and similar citrus hybrid, fresh or dried"
5281,300342,7.033780444501508,"Medicaments: containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)"
1159,50610,7.017133675546978,Animal products: ossein and bones treated with acid
5293,382472,7.009279226413705,"Mixtures containing halogenated derivatives of methane, ethane or propane: containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes"
5306,290382,6.99965974027921,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons: aldrin (ISO), chlordane (ISO), and heptachlor (ISO)"
3395,30382,6.95532814035854,"Fish: frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
2877,150890,6.938184352432959,"Vegetable oils: ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified"
4391,521051,6.929503013965521,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave"
2314,520952,6.929138857978559,"Fabrics, woven: containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
1014,70810,6.854405962798471,"Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled"
3245,230210,6.80432840686557,"Bran, sharps and other residues: of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
4312,811090,6.705018445188581,"Antimony and articles thereof: wrought, other than waste and scrap"
4743,50710,6.648835625732804,"Animal products: ivory, unworked or simply prepared but not cut to shape, ivory powder and waste"
4062,261610,6.601233339837019,Silver ores and concentrates
1006,30612,6.5651065607872665,"Crustaceans: frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
4657,400130,6.55428482968936,"Balata, gutta-percha, guayule, chicle and similar natural gums: in primary forms or in plates, sheets or strip"
5308,160563,6.525263143210805,"Aquatic invertebrates: jellyfish, prepared or preserved"
5159,382475,6.490155163731208,"Mixtures containing halogenated derivatives of methane, ethane or propane: containing carbon tetrachloride"
4820,30451,6.460017332912132,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
4554,550520,6.4286752593118,"Fibres: waste (including noils, yarn waste and garnetted stock), of artificial fibres"
5234,292214,6.400259328492839,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof: dextropropoxyphene (INN) and its salts"
3132,20755,6.381504077232955,"Meat and edible offal: of geese, cuts and offal, excluding fatty livers, frozen"
2225,30339,6.359431066469644,"Fish: frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
5106,252410,6.3098233943685536,Asbestos: crocidolite (blue asbestos)
4416,530500,6.292421635821852,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun: tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
4021,382474,6.270952778485396,"Mixtures containing halogenated derivatives of methane, ethane or propane: containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)"
906,854810,6.270951042741963,"Waste and scrap of primary cells, primary batteries and electric accumulators: spent primary cells, spent primary batteries and spent electric accumulators"
457,521019,6.185097332952521,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less"
153,620799,6.1632527208811565,"Singlets and other vests, bathrobes, dressing gowns and similar articles: men's or boys', of textile materials other than cotton (not knitted or crocheted)"
1365,960850,6.0533271619353055,Pen and pencil sets: of articles from two or more of the foregoing sub-headings
1683,271112,5.9848039712995895,"Petroleum gases and other gaseous hydrocarbons: liquefied, propane"
5263,293355,5.972066041599817,"Heterocyclic compounds: containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure: loprazolam (INN), mecloqualone (INN), methaqualone (INN), and zipeprol (INN): salts thereof"
3727,30111,5.870001296954461,"Fish: live, ornamental, freshwater"
3278,550690,5.837878956495871,"Fibres: synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
4348,521221,5.830629137824417,"Fabrics, woven: of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52"
2998,800110,5.823844367827896,"Tin: unwrought, not alloyed"
2673,210230,5.812742989963635,Baking powders: prepared
5137,284410,5.802630895656739,"Uranium: natural uranium and its compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds"
1739,240120,5.79319610978125,Tobacco: partly or wholly stemmed or stripped
5096,10130,5.671546900925764,Asses: live
5169,520535,5.619063148161518,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, less than 125 decitex (exceeding 80 metric number), per single yarn, not for retail sale"
6,80711,5.544026854654133,"Fruit, edible: watermelons, fresh"
5021,521151,5.527447027474853,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave"
4466,600121,5.518089555057466,"Fabrics: looped pile fabrics, of cotton, knitted or crocheted"
733,80390,5.4927065011953555,"Fruit, edible: bananas, other than plantains, fresh or dried"
4034,540781,5.4664538636981055,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
2476,620722,5.463783379195372,"Nightshirts and pyjamas: men's or boys', of man-made fibres (not knitted or crocheted)"
5269,440341,5.449745638574125,"Wood, tropical: as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
1845,520919,5.448165614011865,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2"
4278,283330,5.439233574406543,Alums
242,121299,5.423245656675426,"Vegetable products: fit for human consumption, n.e.c. in heading no. 1212, fresh, chilled, frozen or dried, whether or not ground"
4799,740313,5.399490524845689,"Copper: refined, unwrought, billets"
4737,521029,5.35888592018151,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2"
5361,811213,5.319392812702402,Beryllium: waste and scrap
245,230240,5.275621473977379,"Bran, sharps and other residues: of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
2585,30314,5.265773304855626,"Fish: frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99"
4477,521032,5.25600877523559,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, 3-thread or 4-thread twill, including cross twill"
3807,252800,5.231646232676119,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine: natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight"
1391,440410,5.216331300904115,"Wood: coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise: sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent: chipwood etc, hoopwood"
